진료년도,시도,행위코드,환자수,명세서건수,의료행위총사용량,의료행위청구금액
2024,서울,AJ2B3,1934,2054,12320,2975373920
2024,서울,AJ2B4,1385,1487,8601,1666264510
2024,서울,AJ2B5,737,790,5942,922943540
2024,서울,AJ2B6,57,61,522,65015670
2024,서울,AJ2BA,5891,6390,33708,14078615930
2024,서울,AJ2BS,1805,1889,7396,3706211740
2024,서울,AJ2C0,37,38,259,77696170
2024,서울,AJ2C1,464,515,4923,2352116010
2024,서울,AJ2C2,797,930,13529,5444599880
2024,서울,AJ2C3,764,884,10852,3648252560
2024,서울,AJ2CA,430,453,4664,2692828100
2024,서울,AJ2CS,208,218,1890,1250034020
2024,서울,AJ3B1,31,42,445,124696000
2024,서울,AJ3B2,137,141,805,187905040
2024,서울,AJ3B3,127,130,654,126647130
2024,서울,AJ3B6,69,72,726,72698340
2024,서울,AK031,874,910,4104,96813360
2024,서울,AK032,263,272,1469,24253190
2024,서울,AK033,39,41,269,3171510
2024,서울,AK034,2092,2274,14601,344437590
2024,서울,AK035,349,471,4808,56686320
2024,서울,AK100,8480,11377,89181,29998457268
2024,서울,AK101,1975,2776,24534,4699655510
2024,서울,AK102,3280,4484,37620,8523832400
2024,서울,AK110,1207,1281,6991,4438466620
2024,서울,AK111,94,99,449,161304420
2024,서울,AK200,6426,8004,60602,15689178330
2024,서울,AK201,2293,2617,19792,2914324270
2024,서울,AK202,2053,2413,19081,3327770900
2024,서울,AK210,936,990,5808,2365319270
2024,서울,AK211,187,192,1052,241099880
2024,서울,AK300,2791,3731,29965,6570614106
2024,서울,AK301,521,1237,22494,2807167423
2024,서울,AK302,459,962,14963,2231589433
2024,서울,AK310,16,51,1156,404264760
2024,서울,AK311,66,171,3175,628070685
2024,서울,AK400,154,165,397,66586210
2024,서울,AK401,4,5,17,1596470
2024,서울,AK402,30,34,123,13751400
2024,서울,AK410,1,1,2,493860
2024,서울,AK500,411,1221,22721,2570659119
2024,서울,AK501,231,669,12348,926396580
2024,서울,AK502,4349,18060,356511,22398206798
2024,서울,AL010,735927,1007952,4058949,980173604
2024,서울,AL020,1316200,4155764,4160549,764279583
2024,서울,AL100,1514576,4571163,4593783,183885427
2024,서울,AL200,1083266,2866994,2880794,172846958
2024,서울,AL300,1175539,2518445,2540366,180875232
2024,서울,AL400,26407,84908,84957,18690390
2024,서울,AL401,137,142,146,77615
2024,서울,AL550,2,2,2,4340
2024,서울,AL551,183390,300933,301165,653524430
2024,서울,AL552,87738,114441,114443,471495740
2024,서울,AL553,82772,102334,102338,620146940
2024,서울,AL554,59042,69301,69301,510711190
2024,서울,AL555,40778,44875,44875,388994420
2024,서울,AL556,30980,33400,33400,332569140
2024,서울,AL557,25704,27262,27262,307117790
2024,서울,AL558,22554,23480,23480,294762750
2024,서울,AL559,18215,18751,18751,259946870
2024,서울,AL560,13127,13622,13622,206530620
2024,서울,AL561,9846,10077,10077,165763620
2024,서울,AL562,7829,7997,7997,142006700
2024,서울,AL563,6633,6788,6788,129275680
2024,서울,AL574,5738,5850,5850,116491500
2024,서울,AL575,5371,5465,5465,110725860
2024,서울,AL586,29886,33637,33637,739335570
2024,서울,AL587,15908,17644,17646,467174920
2024,서울,AL650,8,10,11,16610
2024,서울,AL651,147637,178002,178222,269111567
2024,서울,AL652,57965,66486,66494,190836720
2024,서울,AL653,53647,63326,63329,267877690
2024,서울,AL654,43069,49408,49408,253947500
2024,서울,AL655,35573,37747,37749,227988490
2024,서울,AL656,24405,25484,25485,176846940
2024,서울,AL657,19800,20504,20504,160931440
2024,서울,AL658,17144,17760,17761,155382750
2024,서울,AL659,13516,13908,13908,134463840
2024,서울,AL660,9911,10149,10150,107265610
2024,서울,AL661,8095,8259,8260,94715180
2024,서울,AL662,6567,6690,6693,82835740
2024,서울,AL663,5252,5335,5335,70824760
2024,서울,AL674,5097,5180,5183,71964570
2024,서울,AL675,5490,5583,5599,79083410
2024,서울,AL686,30222,32853,32855,503612950
2024,서울,AL687,13605,14901,14906,275189140
2024,서울,AL750,172,251,251,205920
2024,서울,AL751,61953,87678,90084,76194090
2024,서울,AL752,98139,107388,107429,173414320
2024,서울,AL753,46827,49575,49580,117738290
2024,서울,AL754,34110,35977,35984,103527960
2024,서울,AL755,23589,24509,24514,83079300
2024,서울,AL756,16997,17596,17599,68629200
2024,서울,AL757,13945,14632,14639,64484280
2024,서울,AL758,13519,13979,13982,68362890
2024,서울,AL759,9908,10158,10159,54918550
2024,서울,AL760,7907,8142,8145,48130920
2024,서울,AL761,6213,6333,6337,40666990
2024,서울,AL762,5494,5628,5631,39000550
2024,서울,AL763,4494,4605,4608,34295880
2024,서울,AL774,6213,6879,6884,53136240
2024,서울,AL775,7576,7797,7799,61286470
2024,서울,AL776,2,2,2,13500
2024,서울,AL777,2,2,2,20380
2024,서울,AL786,32166,35930,35998,307113610
2024,서울,AL787,20350,23811,23879,243884670
2024,서울,AL801,6582599,26467555,26476864,5824864829
2024,서울,AL802,16124,27129,27144,13029120
2024,서울,AL803,36152,60462,60500,38720450
2024,서울,AL804,25218,38905,38911,31906960
2024,서울,AL805,40466,60955,60979,59149670
2024,서울,AL806,32138,46787,46788,52870370
2024,서울,AL807,209198,659854,659952,857942960
2024,서울,AL808,42012,60692,60692,84361870
2024,서울,AL809,25496,31810,31812,49626690
2024,서울,AL810,45224,74079,74088,126687470
2024,서울,AL811,22586,27998,28001,52361680
2024,서울,AL812,23772,29468,29478,60135130
2024,서울,AL813,24790,31861,31865,67872470
2024,서울,AL814,2,2,2,
2024,서울,AL824,227366,990844,990900,2209705250
2024,서울,AL825,42468,75458,75465,172060060
2024,서울,AL836,280686,1640725,1640779,4101940430
2024,서울,AL837,48824,134004,134026,403425420
2024,서울,AL850,2,2,2,1240
2024,서울,AL851,82021,94456,97431,60586500
2024,서울,AL852,21725,22837,22845,26956970
2024,서울,AL853,13621,14013,14022,24449530
2024,서울,AL854,6340,6551,6559,13901340
2024,서울,AL855,3606,3694,3697,9166840
2024,서울,AL856,2288,2339,2340,6667110
2024,서울,AL857,2406,2449,2450,7917753
2024,서울,AL858,1848,1881,1883,6757820
2024,서울,AL859,1284,1302,1303,5170390
2024,서울,AL860,1084,1106,1111,4819010
2024,서울,AL861,874,886,887,4176170
2024,서울,AL862,933,962,964,4892330
2024,서울,AL863,836,856,858,4673730
2024,서울,AL874,1057,1080,1080,6193750
2024,서울,AL875,1192,1218,1218,7059630
2024,서울,AL878,1,1,1,7160
2024,서울,AL886,4480,4937,4945,31119730
2024,서울,AL887,1105,1257,1260,9547330
2024,서울,AL900,80309,165934,1143679,5009366330
2024,서울,AM100,7635,13655,146277,3235878870
2024,서울,AN200,8384,82607,83274,6456262650
2024,서울,AN300,2190,28426,28530,1943897190
2024,서울,AN400,2205,13544,13545,523104300
2024,서울,AN500,3539,25883,25895,1258222880
2024,서울,AO100,23107,34714,149799,7939353532
2024,서울,AO120,23000,36853,199885,14370203036
2024,서울,AO140,24954,39808,184145,16713980121
2024,서울,AO160,1320,1555,5554,612292870
2024,서울,AO180,12146,15229,56349,8673761162
2024,서울,AO200,38945,52719,314923,14956313180
2024,서울,AO220,50635,64480,412127,26341501015
2024,서울,AO240,47114,59454,331056,26544313728
2024,서울,AO260,10875,12203,65383,6315928160
2024,서울,AO280,21771,26017,105951,12963425357
2024,서울,AO300,32516,39088,297082,12279490452
2024,서울,AO320,20826,24171,175478,9767046479
2024,서울,AO340,50681,60594,421444,29455697337
2024,서울,AO360,10027,11283,59944,5103296129
2024,서울,AO380,11947,12937,49240,4971152809
2024,서울,AOD00,141,145,637,63012320
2024,서울,AP010,539,4439,4486,40866990
2024,서울,AP130,152,660,660,19624100
2024,서울,AP170,156,1035,1035,95832500
2024,서울,AP181,130,278,278,26213080
2024,서울,AP190,10,10,10,540900
2024,서울,AP230,175,977,977,30512770
2024,서울,AP270,176,1418,1420,129177100
2024,서울,AP280,71,71,71,9594130
2024,서울,AP281,8,9,9,847710
2024,서울,AP290,114,159,159,8600310
2024,서울,AP330,53,373,373,11685730
2024,서울,AP370,75,696,696,62957940
2024,서울,AP380,60,61,61,10670730
2024,서울,AP381,1,1,1,94190
2024,서울,AP390,50,348,348,18823320
2024,서울,AP400,2,2,2,
2024,서울,AP430,133,473,473,15920070
2024,서울,AP470,136,1019,1040,98658470
2024,서울,AP480,19,19,19,3291000
2024,서울,AP481,8,78,79,7657420
2024,서울,AP490,11,16,16,867520
2024,서울,AP501,155795,166335,168745,6440997590
2024,서울,AP502,41641,320254,320331,11208308641
2024,서울,AP503,43832,70460,83896,3172108220
2024,서울,AP504,2150,2811,49692,2337014760
2024,서울,AP505,280,335,1285,120506940
2024,서울,AP506,598,599,605,124327500
2024,서울,AP601,78838,83084,84962,2983913840
2024,서울,AP602,3472,24516,24520,789544000
2024,서울,AP603,4135,4885,8817,299962320
2024,서울,AP604,318,514,11119,369233210
2024,서울,AP605,44,63,286,23577680
2024,서울,AP606,295,295,295,58292000
2024,서울,AP701,21781,27115,27444,570222050
2024,서울,AP702,5,52,52,977600
2024,서울,AP703,53,410,412,12458880
2024,서울,AP704,4063,13900,289087,4694772880
2024,서울,AP705,1990,2711,6131,188195450
2024,서울,AP801,6430,10330,10334,208230100
2024,서울,AP802,9,22,22,406340
2024,서울,AP803,3,8,8,244080
2024,서울,AP804,209,1314,35749,420408240
2024,서울,AP805,34,73,95,2351050
2024,서울,AP900,12203,14422,14425,561132500
2024,서울,AP901,840,1275,1275,16383750
2024,서울,AP902,214,274,274,7041800
2024,서울,AP911,841,1276,1277,16409450
2024,서울,AP912,214,274,274,7041800
2024,서울,AQ200,21,21,40,15373280
2024,서울,AQ300,24,25,41,11005470
2024,서울,AQ600,2900,3024,6064,2493638080
2024,서울,AQ700,323,329,774,291000780
2024,서울,AR234,1,1,1,23340
2024,서울,AS510,15,16,77,325710
2024,서울,AS520,1,1,2,8460
2024,서울,AS550,1,1,1,5880
2024,서울,AS560,1,1,51,252450
2024,서울,AT100,1,1,1,3750
2024,서울,AU200,247205,460317,2312792,63624923990
2024,서울,AU201,149749,282518,1498308,33816821080
2024,서울,AU202,18547,31958,171064,3633399360
2024,서울,AU204,35182,44340,382077,619023780
2024,서울,AU205,38400,48964,377891,177608770
2024,서울,AU210,2372111,8999264,9130669,75693059877
2024,서울,AU211,958179,4033011,4098995,28201055295
2024,서울,AU212,365622,1459969,1479585,9646893970
2024,서울,AU213,10,12,15,67950
2024,서울,AU214,270731,1043179,1050114,556562050
2024,서울,AU215,268675,908684,913859,137082240
2024,서울,AU221,71137,107409,618941,7124214750
2024,서울,AU222,90147,132274,850221,9208824360
2024,서울,AU223,42917,69034,489133,3683543640
2024,서울,AU231,503931,2148089,2186603,7893636930
2024,서울,AU232,782148,3274461,3321066,11324835476
2024,서울,AU233,356548,1897729,1912748,4552340280
2024,서울,AU262,21335,27840,142176,1022311590
2024,서울,AU263,12027,15224,72319,149712720
2024,서울,AU264,4937,6174,46170,21699900
2024,서울,AU271,42,61,90,306900
2024,서울,AU272,118679,451216,452078,1075945640
2024,서울,AU273,96880,375295,375737,251743800
2024,서울,AU274,27865,99886,100358,15053710
2024,서울,AU301,404459,741462,3813996,7704386970
2024,서울,AU302,223977,364856,2242515,2130471190
2024,서울,AU303,35232,45806,387639,85280580
2024,서울,AU311,3483760,14228226,14442553,9676498800
2024,서울,AU312,1740678,8141623,8246690,2556472931
2024,서울,AU313,224732,863023,868047,60763217
2024,서울,AU401,392739,723911,3740726,6546273200
2024,서울,AU402,183321,310555,1860569,1860677580
2024,서울,AU403,89336,117601,795635,198908750
2024,서울,AU411,3402174,13961882,14178593,8223575112
2024,서울,AU412,1459655,6685554,6772182,2234819648
2024,서울,AU413,647433,2631812,2653693,212295326
2024,서울,AU801,20154,24628,140174,287845010
2024,서울,AU802,34224,46743,120678,191050030
2024,서울,AU803,55091,65246,327672,259180140
2024,서울,AU810,373348,1044248,1067456,480355200
2024,서울,AU901,7616,12155,38528,357541930
2024,서울,AU902,46169,52116,233414,1916504340
2024,서울,AU903,5208,6493,27606,197108010
2024,서울,AU911,84558,356166,363247,1122433230
2024,서울,AU912,331739,938049,963327,2639513270
2024,서울,AU913,42508,160932,165722,394418720
2024,서울,AU921,9463,11929,14238,185094480
2024,서울,AU922,3812,4229,5344,61456000
2024,서울,AU931,141706,327576,336602,1356506060
2024,서울,AU932,179077,424361,437696,1562574720
2024,서울,AU933,1,1,1,3100
2024,서울,AU943,2,3,36,150480
2024,서울,AU952,675,1254,1254,2006400
2024,서울,AU953,793,1039,1039,1444210
2024,서울,AV152,23009,34173,170167,19589206890
2024,서울,AV15V,16971,24698,125219,4020573210
2024,서울,AV160,5199,7966,35674,3445294780
2024,서울,AV161,17726,28558,139380,14677380680
2024,서울,AV16B,451,456,2478,250505900
2024,서울,AV16V,17051,27944,131303,3643755910
2024,서울,AV1BZ,1591,2321,11197,44324990
2024,서울,AV1CZ,8680,13692,59215,353882750
2024,서울,AV1DZ,9824,15743,82486,652476200
2024,서울,AV1EZ,7130,8750,38714,388446660
2024,서울,AV1FZ,12582,16414,79725,933362670
2024,서울,AV200,7204,9874,50939,4193238110
2024,서울,AV201,12553,17497,112675,9127293530
2024,서울,AV202,1430,3037,12738,1098907830
2024,서울,AV20V,6339,10729,48920,1152874820
2024,서울,AV210,6493,8489,51118,3753226450
2024,서울,AV211,52623,73079,417458,32333769031
2024,서울,AV212,4281,4949,33074,2415727370
2024,서울,AV21B,1661,1950,17362,1342544260
2024,서울,AV21V,51103,69715,415328,8675167920
2024,서울,AV220,26874,31355,215116,14327781180
2024,서울,AV221,15451,17464,109455,6983352890
2024,서울,AV222,3881,6049,23194,1400050130
2024,서울,AV223,47,104,2566,254945920
2024,서울,AV22I,41,116,3047,270108950
2024,서울,AV22V,38229,45630,285727,5090118810
2024,서울,AV22X,59,184,4686,40926420
2024,서울,AV230,831,891,6547,353989350
2024,서울,AV231,198,214,2410,122115010
2024,서울,AV232,145,146,321,15865450
2024,서울,AV233,2,2,6,524680
2024,서울,AV23V,832,892,6476,99893580
2024,서울,AV2AZ,8338,11296,69875,138017220
2024,서울,AV2BZ,12998,14698,84933,336738430
2024,서울,AV2CZ,25065,30789,177776,1058426420
2024,서울,AV2DZ,20592,25496,149037,1174335120
2024,서울,AV2EZ,18203,24374,148598,1467063990
2024,서울,AV2FZ,29282,39874,246541,2921804310
2024,서울,AV320,1932,2025,11787,682159040
2024,서울,AV321,10706,12271,85309,4865232810
2024,서울,AV322,31,116,3490,159435100
2024,서울,AV32B,1206,1272,6205,381711890
2024,서울,AV32V,8273,9267,49647,790060720
2024,서울,AV32X,2136,8840,210414,1891881430
2024,서울,AV330,48359,54228,306598,16569321970
2024,서울,AV331,27195,31284,172211,8785882190
2024,서울,AV332,4378,5010,31116,1396606320
2024,서울,AV333,1230,4993,118878,9895805770
2024,서울,AV334,33,110,1620,116832380
2024,서울,AV33B,3828,4055,23853,1289760210
2024,서울,AV33I,302,826,19914,1553002650
2024,서울,AV33V,64418,75934,521499,7317682850
2024,서울,AV340,681,749,5664,258129760
2024,서울,AV343,388,1704,40135,3143334320
2024,서울,AV346,183,759,17655,1334083620
2024,서울,AV34V,1520,3179,56451,668308370
2024,서울,AV373,205,883,21169,1582720590
2024,서울,AV376,198,790,18477,1296088240
2024,서울,AV37F,152,485,10143,824669470
2024,서울,AV37V,830,2205,44392,475543730
2024,서울,AV39W,17,17,149,172590
2024,서울,AV3AZ,4281,4498,32317,64707150
2024,서울,AV3BZ,19414,22257,134716,532736090
2024,서울,AV3CZ,33626,38160,219823,1289321680
2024,서울,AV3DZ,18803,20232,111236,891786230
2024,서울,AV3EZ,2227,2883,31090,298638980
2024,서울,AV3FZ,8084,14087,218000,2416151830
2024,서울,AV3HW,17,17,100,230620
2024,서울,AV501,27,27,109,10175670
2024,서울,AV50V,17,17,73,1728220
2024,서울,AV552,8794,11247,40900,4758893230
2024,서울,AV55V,6240,7719,29245,944604160
2024,서울,AV560,1022,1208,4301,416262480
2024,서울,AV561,2127,2471,9854,1047840850
2024,서울,AV56B,288,307,1184,119193030
2024,서울,AV56V,2505,3002,11878,328453380
2024,서울,AV5BZ,238,296,1174,4633440
2024,서울,AV5CZ,1609,2028,7337,43800010
2024,서울,AV5DZ,2925,3690,13934,111203790
2024,서울,AV5EZ,1717,1887,7000,70317430
2024,서울,AV5FZ,3543,4115,14832,173318540
2024,서울,AV652,952,1143,3948,465164920
2024,서울,AV65V,674,820,2889,93404340
2024,서울,AV661,368,412,1606,176450100
2024,서울,AV66V,232,271,966,27121860
2024,서울,AV6CZ,6,6,11,66990
2024,서울,AV6DZ,202,235,736,5950400
2024,서울,AV6EZ,275,307,1092,10967960
2024,서울,AV6FZ,490,574,2039,24442900
2024,서울,AV701,4858,7964,39828,3508767520
2024,서울,AV70V,4051,6655,33326,810659250
2024,서울,AV752,2826,4960,15946,1802034590
2024,서울,AV75V,1709,2345,8562,278540110
2024,서울,AV760,3372,4599,22769,2186789560
2024,서울,AV761,13680,21087,98102,10182214120
2024,서울,AV76B,1080,1403,7479,746966870
2024,서울,AV76V,14070,21591,101913,2828783560
2024,서울,AV7BZ,995,1572,5988,23989320
2024,서울,AV7CZ,7742,12899,57110,341632200
2024,서울,AV7DZ,2916,4108,14983,120451350
2024,서울,AV7EZ,2595,3157,14544,145148640
2024,서울,AV7FZ,8043,11750,57589,677988520
2024,서울,AV800,267,286,1279,104657420
2024,서울,AV801,1521,2161,8601,695431580
2024,서울,AV802,912,1649,5276,449914770
2024,서울,AV80V,1206,2454,8060,190927360
2024,서울,AV810,208,223,827,61891210
2024,서울,AV811,7278,8365,28042,2167361338
2024,서울,AV81B,25,26,146,11640060
2024,서울,AV81V,6177,7031,23179,491343310
2024,서울,AV820,9619,10748,52184,3481108360
2024,서울,AV821,869,897,3701,234814240
2024,서울,AV822,1148,1537,4832,290360490
2024,서울,AV82V,9478,10703,49496,892407380
2024,서울,AV831,75,88,821,41571540
2024,서울,AV832,96,97,237,12457770
2024,서울,AV8AZ,1822,2248,9289,18494410
2024,서울,AV8BZ,824,856,3691,14815100
2024,서울,AV8CZ,6031,7294,24192,146216450
2024,서울,AV8DZ,7009,7965,32750,261707990
2024,서울,AV8EZ,2469,2634,12865,128010980
2024,서울,AV8FZ,1038,1207,7077,83583430
2024,서울,AV900,45,48,327,25788160
2024,서울,AV90V,44,47,325,7305570
2024,서울,AV910,291,323,1486,109702570
2024,서울,AV911,6322,7218,38757,2930707200
2024,서울,AV91B,36,37,172,13384510
2024,서울,AV91V,5785,6561,34353,719145110
2024,서울,AV920,1826,2047,14771,973580410
2024,서울,AV921,1098,1133,5593,362281720
2024,서울,AV922,1076,1179,3114,189462690
2024,서울,AV92V,2906,3183,18342,326664730
2024,서울,AV930,97,102,847,44401170
2024,서울,AV932,146,150,311,15440750
2024,서울,AV93V,97,102,838,12553580
2024,서울,AV9AZ,1463,1573,6144,12178780
2024,서울,AV9BZ,1213,1298,6994,27684900
2024,서울,AV9CZ,2601,2934,17265,102496200
